Name,Pick Up Lat,Pick Up Long,Drop Off Lat,Drop Off Long
Nik49517,89.639,-32.179,89.972,-32.512
Nik49518,89.640,-32.178,89.973,-32.511
Nik49519,89.641,-32.177,89.974,-32.510
Nik49520,89.642,-32.176,89.975,-32.509
Nik49521,89.643,-32.175,89.976,-32.508
Nik49522,89.644,-32.174,89.977,-32.507
Nik49523,89.645,-32.173,89.978,-32.506
Nik49524,89.646,-32.172,89.979,-32.505
Nik49525,89.647,-32.171,89.980,-32.504
Nik49526,89.648,-32.170,89.981,-32.503
Nik49527,89.649,-32.169,89.982,-32.502
Nik49528,89.650,-32.168,89.983,-32.501
Nik49529,89.651,-32.167,89.984,-32.500
Nik49530,89.652,-32.166,89.985,-32.499
Nik49531,89.653,-32.165,89.986,-32.498
Nik49532,89.654,-32.164,89.987,-32.497
Nik49533,89.655,-32.163,89.988,-32.496
Nik49534,89.656,-32.162,89.989,-32.495
Nik49535,89.657,-32.161,89.990,-32.494
Nik49536,89.658,-32.160,89.991,-32.493
Nik49537,89.659,-32.159,89.992,-32.492
Nik49538,89.660,-32.158,89.993,-32.491
Nik49539,89.661,-32.157,89.994,-32.490
Nik49540,89.662,-32.156,89.995,-32.489
Nik49541,89.663,-32.155,89.996,-32.488
Nik49542,89.664,-32.154,89.997,-32.487
Nik49543,89.665,-32.153,89.998,-32.486
Nik49544,89.666,-32.152,89.999,-32.485
Nik49545,89.667,-32.151,90.000,-32.484
Nik49546,89.668,-32.150,90.001,-32.483
Nik49547,89.669,-32.149,90.002,-32.482
Nik49548,89.670,-32.148,90.003,-32.481
Nik49549,89.671,-32.147,90.004,-32.480
Nik49550,89.672,-32.146,90.005,-32.479
Nik49551,89.673,-32.145,90.006,-32.478
Nik49552,89.674,-32.144,90.007,-32.477
Nik49553,89.675,-32.143,90.008,-32.476
Nik49554,89.676,-32.142,90.009,-32.475
Nik49555,89.677,-32.141,90.010,-32.474
Nik49556,89.678,-32.140,90.011,-32.473
Nik49557,89.679,-32.139,90.012,-32.472
Nik49558,89.680,-32.138,90.013,-32.471
Nik49559,89.681,-32.137,90.014,-32.470
Nik49560,89.682,-32.136,90.015,-32.469
Nik49561,89.683,-32.135,90.016,-32.468
Nik49562,89.684,-32.134,90.017,-32.467
Nik49563,89.685,-32.133,90.018,-32.466
Nik49564,89.686,-32.132,90.019,-32.465
Nik49565,89.687,-32.131,90.020,-32.464
Nik49566,89.688,-32.130,90.021,-32.463
Nik49567,89.689,-32.129,90.022,-32.462
Nik49568,89.690,-32.128,90.023,-32.461
Nik49569,89.691,-32.127,90.024,-32.460
Nik49570,89.692,-32.126,90.025,-32.459
Nik49571,89.693,-32.125,90.026,-32.458
Nik49572,89.694,-32.124,90.027,-32.457
Nik49573,89.695,-32.123,90.028,-32.456
Nik49574,89.696,-32.122,90.029,-32.455
Nik49575,89.697,-32.121,90.030,-32.454
Nik49576,89.698,-32.120,90.031,-32.453
Nik49577,89.699,-32.119,90.032,-32.452
Nik49578,89.700,-32.118,90.033,-32.451
Nik49579,89.701,-32.117,90.034,-32.450
Nik49580,89.702,-32.116,90.035,-32.449
Nik49581,89.703,-32.115,90.036,-32.448
Nik49582,89.704,-32.114,90.037,-32.447
Nik49583,89.705,-32.113,90.038,-32.446
Nik49584,89.706,-32.112,90.039,-32.445
Nik49585,89.707,-32.111,90.040,-32.444
Nik49586,89.708,-32.110,90.041,-32.443
Nik49587,89.709,-32.109,90.042,-32.442
Nik49588,89.710,-32.108,90.043,-32.441
Nik49589,89.711,-32.107,90.044,-32.440
Nik49590,89.712,-32.106,90.045,-32.439
Nik49591,89.713,-32.105,90.046,-32.438
Nik49592,89.714,-32.104,90.047,-32.437
Nik49593,89.715,-32.103,90.048,-32.436
Nik49594,89.716,-32.102,90.049,-32.435
Nik49595,89.717,-32.101,90.050,-32.434
Nik49596,89.718,-32.100,90.051,-32.433
Nik49597,89.719,-32.099,90.052,-32.432
Nik49598,89.720,-32.098,90.053,-32.431
Nik49599,89.721,-32.097,90.054,-32.430
Nik49600,89.722,-32.096,90.055,-32.429
Nik49601,89.723,-32.095,90.056,-32.428
Nik49602,89.724,-32.094,90.057,-32.427
Nik49603,89.725,-32.093,90.058,-32.426
Nik49604,89.726,-32.092,90.059,-32.425
Nik49605,89.727,-32.091,90.060,-32.424
Nik49606,89.728,-32.090,90.061,-32.423
Nik49607,89.729,-32.089,90.062,-32.422
Nik49608,89.730,-32.088,90.063,-32.421
Nik49609,89.731,-32.087,90.064,-32.420
Nik49610,89.732,-32.086,90.065,-32.419
Nik49611,89.733,-32.085,90.066,-32.418
Nik49612,89.734,-32.084,90.067,-32.417
Nik49613,89.735,-32.083,90.068,-32.416
Nik49614,89.736,-32.082,90.069,-32.415
Nik49615,89.737,-32.081,90.070,-32.414
Nik49616,89.738,-32.080,90.071,-32.413
Nik49617,89.739,-32.079,90.072,-32.412
Nik49618,89.740,-32.078,90.073,-32.411
Nik49619,89.741,-32.077,90.074,-32.410
Nik49620,89.742,-32.076,90.075,-32.409
Nik49621,89.743,-32.075,90.076,-32.408
Nik49622,89.744,-32.074,90.077,-32.407
Nik49623,89.745,-32.073,90.078,-32.406
Nik49624,89.746,-32.072,90.079,-32.405
Nik49625,89.747,-32.071,90.080,-32.404
Nik49626,89.748,-32.070,90.081,-32.403
Nik49627,89.749,-32.069,90.082,-32.402
Nik49628,89.750,-32.068,90.083,-32.401
Nik49629,89.751,-32.067,90.084,-32.400
Nik49630,89.752,-32.066,90.085,-32.399
Nik49631,89.753,-32.065,90.086,-32.398
Nik49632,89.754,-32.064,90.087,-32.397
Nik49633,89.755,-32.063,90.088,-32.396
Nik49634,89.756,-32.062,90.089,-32.395
Nik49635,89.757,-32.061,90.090,-32.394
Nik49636,89.758,-32.060,90.091,-32.393
Nik49637,89.759,-32.059,90.092,-32.392
Nik49638,89.760,-32.058,90.093,-32.391
Nik49639,89.761,-32.057,90.094,-32.390
Nik49640,89.762,-32.056,90.095,-32.389
Nik49641,89.763,-32.055,90.096,-32.388
Nik49642,89.764,-32.054,90.097,-32.387
Nik49643,89.765,-32.053,90.098,-32.386
Nik49644,89.766,-32.052,90.099,-32.385
Nik49645,89.767,-32.051,90.100,-32.384
Nik49646,89.768,-32.050,90.101,-32.383
Nik49647,89.769,-32.049,90.102,-32.382
Nik49648,89.770,-32.048,90.103,-32.381
Nik49649,89.771,-32.047,90.104,-32.380
Nik49650,89.772,-32.046,90.105,-32.379
Nik49651,89.773,-32.045,90.106,-32.378
Nik49652,89.774,-32.044,90.107,-32.377
Nik49653,89.775,-32.043,90.108,-32.376
Nik49654,89.776,-32.042,90.109,-32.375
Nik49655,89.777,-32.041,90.110,-32.374
Nik49656,89.778,-32.040,90.111,-32.373
Nik49657,89.779,-32.039,90.112,-32.372
Nik49658,89.780,-32.038,90.113,-32.371
Nik49659,89.781,-32.037,90.114,-32.370
Nik49660,89.782,-32.036,90.115,-32.369
Nik49661,89.783,-32.035,90.116,-32.368
Nik49662,89.784,-32.034,90.117,-32.367
Nik49663,89.785,-32.033,90.118,-32.366
Nik49664,89.786,-32.032,90.119,-32.365
Nik49665,89.787,-32.031,90.120,-32.364
Nik49666,89.788,-32.030,90.121,-32.363
Nik49667,89.789,-32.029,90.122,-32.362
Nik49668,89.790,-32.028,90.123,-32.361
Nik49669,89.791,-32.027,90.124,-32.360
Nik49670,89.792,-32.026,90.125,-32.359
Nik49671,89.793,-32.025,90.126,-32.358
Nik49672,89.794,-32.024,90.127,-32.357
Nik49673,89.795,-32.023,90.128,-32.356
Nik49674,89.796,-32.022,90.129,-32.355
Nik49675,89.797,-32.021,90.130,-32.354
Nik49676,89.798,-32.020,90.131,-32.353
Nik49677,89.799,-32.019,90.132,-32.352
Nik49678,89.800,-32.018,90.133,-32.351
Nik49679,89.801,-32.017,90.134,-32.350
Nik49680,89.802,-32.016,90.135,-32.349
Nik49681,89.803,-32.015,90.136,-32.348
Nik49682,89.804,-32.014,90.137,-32.347
Nik49683,89.805,-32.013,90.138,-32.346
Nik49684,89.806,-32.012,90.139,-32.345
Nik49685,89.807,-32.011,90.140,-32.344
Nik49686,89.808,-32.010,90.141,-32.343
Nik49687,89.809,-32.009,90.142,-32.342
Nik49688,89.810,-32.008,90.143,-32.341
Nik49689,89.811,-32.007,90.144,-32.340
Nik49690,89.812,-32.006,90.145,-32.339
Nik49691,89.813,-32.005,90.146,-32.338
Nik49692,89.814,-32.004,90.147,-32.337
Nik49693,89.815,-32.003,90.148,-32.336
Nik49694,89.816,-32.002,90.149,-32.335
Nik49695,89.817,-32.001,90.150,-32.334
Nik49696,89.818,-32.000,90.151,-32.333
Nik49697,89.819,-31.999,90.152,-32.332
Nik49698,89.820,-31.998,90.153,-32.331
Nik49699,89.821,-31.997,90.154,-32.330
Nik49700,89.822,-31.996,90.155,-32.329
Nik49701,89.823,-31.995,90.156,-32.328
Nik49702,89.824,-31.994,90.157,-32.327
Nik49703,89.825,-31.993,90.158,-32.326
Nik49704,89.826,-31.992,90.159,-32.325
Nik49705,89.827,-31.991,90.160,-32.324
Nik49706,89.828,-31.990,90.161,-32.323
Nik49707,89.829,-31.989,90.162,-32.322
Nik49708,89.830,-31.988,90.163,-32.321
Nik49709,89.831,-31.987,90.164,-32.320
Nik49710,89.832,-31.986,90.165,-32.319
Nik49711,89.833,-31.985,90.166,-32.318
Nik49712,89.834,-31.984,90.167,-32.317
Nik49713,89.835,-31.983,90.168,-32.316
Nik49714,89.836,-31.982,90.169,-32.315
Nik49715,89.837,-31.981,90.170,-32.314
Nik49716,89.838,-31.980,90.171,-32.313
Nik49717,89.839,-31.979,90.172,-32.312
Nik49718,89.840,-31.978,90.173,-32.311
Nik49719,89.841,-31.977,90.174,-32.310
Nik49720,89.842,-31.976,90.175,-32.309
Nik49721,89.843,-31.975,90.176,-32.308
Nik49722,89.844,-31.974,90.177,-32.307
Nik49723,89.845,-31.973,90.178,-32.306
Nik49724,89.846,-31.972,90.179,-32.305
Nik49725,89.847,-31.971,90.180,-32.304
Nik49726,89.848,-31.970,90.181,-32.303
Nik49727,89.849,-31.969,90.182,-32.302
Nik49728,89.850,-31.968,90.183,-32.301
Nik49729,89.851,-31.967,90.184,-32.300
Nik49730,89.852,-31.966,90.185,-32.299
Nik49731,89.853,-31.965,90.186,-32.298
Nik49732,89.854,-31.964,90.187,-32.297
Nik49733,89.855,-31.963,90.188,-32.296
Nik49734,89.856,-31.962,90.189,-32.295
Nik49735,89.857,-31.961,90.190,-32.294
Nik49736,89.858,-31.960,90.191,-32.293
Nik49737,89.859,-31.959,90.192,-32.292
Nik49738,89.860,-31.958,90.193,-32.291
Nik49739,89.861,-31.957,90.194,-32.290
Nik49740,89.862,-31.956,90.195,-32.289
Nik49741,89.863,-31.955,90.196,-32.288
Nik49742,89.864,-31.954,90.197,-32.287
Nik49743,89.865,-31.953,90.198,-32.286
Nik49744,89.866,-31.952,90.199,-32.285
Nik49745,89.867,-31.951,90.200,-32.284
Nik49746,89.868,-31.950,90.201,-32.283
Nik49747,89.869,-31.949,90.202,-32.282
Nik49748,89.870,-31.948,90.203,-32.281
Nik49749,89.871,-31.947,90.204,-32.280
Nik49750,89.872,-31.946,90.205,-32.279
Nik49751,89.873,-31.945,90.206,-32.278
Nik49752,89.874,-31.944,90.207,-32.277
Nik49753,89.875,-31.943,90.208,-32.276
Nik49754,89.876,-31.942,90.209,-32.275
Nik49755,89.877,-31.941,90.210,-32.274
Nik49756,89.878,-31.940,90.211,-32.273
Nik49757,89.879,-31.939,90.212,-32.272
Nik49758,89.880,-31.938,90.213,-32.271
Nik49759,89.881,-31.937,90.214,-32.270
Nik49760,89.882,-31.936,90.215,-32.269
Nik49761,89.883,-31.935,90.216,-32.268
Nik49762,89.884,-31.934,90.217,-32.267
Nik49763,89.885,-31.933,90.218,-32.266
Nik49764,89.886,-31.932,90.219,-32.265
Nik49765,89.887,-31.931,90.220,-32.264
Nik49766,89.888,-31.930,90.221,-32.263
Nik49767,89.889,-31.929,90.222,-32.262
Nik49768,89.890,-31.928,90.223,-32.261
Nik49769,89.891,-31.927,90.224,-32.260
Nik49770,89.892,-31.926,90.225,-32.259
Nik49771,89.893,-31.925,90.226,-32.258
Nik49772,89.894,-31.924,90.227,-32.257
Nik49773,89.895,-31.923,90.228,-32.256
Nik49774,89.896,-31.922,90.229,-32.255
Nik49775,89.897,-31.921,90.230,-32.254
Nik49776,89.898,-31.920,90.231,-32.253
Nik49777,89.899,-31.919,90.232,-32.252
Nik49778,89.900,-31.918,90.233,-32.251
Nik49779,89.901,-31.917,90.234,-32.250
Nik49780,89.902,-31.916,90.235,-32.249
Nik49781,89.903,-31.915,90.236,-32.248
Nik49782,89.904,-31.914,90.237,-32.247
Nik49783,89.905,-31.913,90.238,-32.246
Nik49784,89.906,-31.912,90.239,-32.245
Nik49785,89.907,-31.911,90.240,-32.244
Nik49786,89.908,-31.910,90.241,-32.243
Nik49787,89.909,-31.909,90.242,-32.242
Nik49788,89.910,-31.908,90.243,-32.241
Nik49789,89.911,-31.907,90.244,-32.240
Nik49790,89.912,-31.906,90.245,-32.239
Nik49791,89.913,-31.905,90.246,-32.238
Nik49792,89.914,-31.904,90.247,-32.237
Nik49793,89.915,-31.903,90.248,-32.236
Nik49794,89.916,-31.902,90.249,-32.235
Nik49795,89.917,-31.901,90.250,-32.234
Nik49796,89.918,-31.900,90.251,-32.233
Nik49797,89.919,-31.899,90.252,-32.232
Nik49798,89.920,-31.898,90.253,-32.231
Nik49799,89.921,-31.897,90.254,-32.230
Nik49800,89.922,-31.896,90.255,-32.229
Nik49801,89.923,-31.895,90.256,-32.228
Nik49802,89.924,-31.894,90.257,-32.227
Nik49803,89.925,-31.893,90.258,-32.226
Nik49804,89.926,-31.892,90.259,-32.225
Nik49805,89.927,-31.891,90.260,-32.224
Nik49806,89.928,-31.890,90.261,-32.223
Nik49807,89.929,-31.889,90.262,-32.222
Nik49808,89.930,-31.888,90.263,-32.221
Nik49809,89.931,-31.887,90.264,-32.220
Nik49810,89.932,-31.886,90.265,-32.219
Nik49811,89.933,-31.885,90.266,-32.218
Nik49812,89.934,-31.884,90.267,-32.217
Nik49813,89.935,-31.883,90.268,-32.216
Nik49814,89.936,-31.882,90.269,-32.215
Nik49815,89.937,-31.881,90.270,-32.214
Nik49816,89.938,-31.880,90.271,-32.213
Nik49817,89.939,-31.879,90.272,-32.212
Nik49818,89.940,-31.878,90.273,-32.211
Nik49819,89.941,-31.877,90.274,-32.210
Nik49820,89.942,-31.876,90.275,-32.209
Nik49821,89.943,-31.875,90.276,-32.208
Nik49822,89.944,-31.874,90.277,-32.207
Nik49823,89.945,-31.873,90.278,-32.206
Nik49824,89.946,-31.872,90.279,-32.205
Nik49825,89.947,-31.871,90.280,-32.204
Nik49826,89.948,-31.870,90.281,-32.203
Nik49827,89.949,-31.869,90.282,-32.202
Nik49828,89.950,-31.868,90.283,-32.201
Nik49829,89.951,-31.867,90.284,-32.200
Nik49830,89.952,-31.866,90.285,-32.199
Nik49831,89.953,-31.865,90.286,-32.198
Nik49832,89.954,-31.864,90.287,-32.197
Nik49833,89.955,-31.863,90.288,-32.196
Nik49834,89.956,-31.862,90.289,-32.195
Nik49835,89.957,-31.861,90.290,-32.194
Nik49836,89.958,-31.860,90.291,-32.193
Nik49837,89.959,-31.859,90.292,-32.192
Nik49838,89.960,-31.858,90.293,-32.191
Nik49839,89.961,-31.857,90.294,-32.190
Nik49840,89.962,-31.856,90.295,-32.189
Nik49841,89.963,-31.855,90.296,-32.188
Nik49842,89.964,-31.854,90.297,-32.187
Nik49843,89.965,-31.853,90.298,-32.186
Nik49844,89.966,-31.852,90.299,-32.185
Nik49845,89.967,-31.851,90.300,-32.184
Nik49846,89.968,-31.850,90.301,-32.183
Nik49847,89.969,-31.849,90.302,-32.182
Nik49848,89.970,-31.848,90.303,-32.181
Nik49849,89.971,-31.847,90.304,-32.180
Nik49850,89.972,-31.846,90.305,-32.179
Nik49851,89.973,-31.845,90.306,-32.178
Nik49852,89.974,-31.844,90.307,-32.177
Nik49853,89.975,-31.843,90.308,-32.176
Nik49854,89.976,-31.842,90.309,-32.175
Nik49855,89.977,-31.841,90.310,-32.174
Nik49856,89.978,-31.840,90.311,-32.173
Nik49857,89.979,-31.839,90.312,-32.172
Nik49858,89.980,-31.838,90.313,-32.171
Nik49859,89.981,-31.837,90.314,-32.170
Nik49860,89.982,-31.836,90.315,-32.169
Nik49861,89.983,-31.835,90.316,-32.168
Nik49862,89.984,-31.834,90.317,-32.167
Nik49863,89.985,-31.833,90.318,-32.166
Nik49864,89.986,-31.832,90.319,-32.165
Nik49865,89.987,-31.831,90.320,-32.164
Nik49866,89.988,-31.830,90.321,-32.163
Nik49867,89.989,-31.829,90.322,-32.162
Nik49868,89.990,-31.828,90.323,-32.161
Nik49869,89.991,-31.827,90.324,-32.160
Nik49870,89.992,-31.826,90.325,-32.159
Nik49871,89.993,-31.825,90.326,-32.158
Nik49872,89.994,-31.824,90.327,-32.157
Nik49873,89.995,-31.823,90.328,-32.156
Nik49874,89.996,-31.822,90.329,-32.155
Nik49875,89.997,-31.821,90.330,-32.154
Nik49876,89.998,-31.820,90.331,-32.153
Nik49877,89.999,-31.819,90.332,-32.152
Nik49878,90.000,-31.818,90.333,-32.151
Nik49879,90.001,-31.817,90.334,-32.150
Nik49880,90.002,-31.816,90.335,-32.149
Nik49881,90.003,-31.815,90.336,-32.148
Nik49882,90.004,-31.814,90.337,-32.147
Nik49883,90.005,-31.813,90.338,-32.146
Nik49884,90.006,-31.812,90.339,-32.145
Nik49885,90.007,-31.811,90.340,-32.144
Nik49886,90.008,-31.810,90.341,-32.143
Nik49887,90.009,-31.809,90.342,-32.142
Nik49888,90.010,-31.808,90.343,-32.141
Nik49889,90.011,-31.807,90.344,-32.140
Nik49890,90.012,-31.806,90.345,-32.139
Nik49891,90.013,-31.805,90.346,-32.138
Nik49892,90.014,-31.804,90.347,-32.137
Nik49893,90.015,-31.803,90.348,-32.136
Nik49894,90.016,-31.802,90.349,-32.135
Nik49895,90.017,-31.801,90.350,-32.134
Nik49896,90.018,-31.800,90.351,-32.133
Nik49897,90.019,-31.799,90.352,-32.132
Nik49898,90.020,-31.798,90.353,-32.131
Nik49899,90.021,-31.797,90.354,-32.130
Nik49900,90.022,-31.796,90.355,-32.129
Nik49901,90.023,-31.795,90.356,-32.128
Nik49902,90.024,-31.794,90.357,-32.127
Nik49903,90.025,-31.793,90.358,-32.126
Nik49904,90.026,-31.792,90.359,-32.125
Nik49905,90.027,-31.791,90.360,-32.124
Nik49906,90.028,-31.790,90.361,-32.123
Nik49907,90.029,-31.789,90.362,-32.122
Nik49908,90.030,-31.788,90.363,-32.121
Nik49909,90.031,-31.787,90.364,-32.120
Nik49910,90.032,-31.786,90.365,-32.119
Nik49911,90.033,-31.785,90.366,-32.118
Nik49912,90.034,-31.784,90.367,-32.117
Nik49913,90.035,-31.783,90.368,-32.116
Nik49914,90.036,-31.782,90.369,-32.115
Nik49915,90.037,-31.781,90.370,-32.114
Nik49916,90.038,-31.780,90.371,-32.113
Nik49917,90.039,-31.779,90.372,-32.112
Nik49918,90.040,-31.778,90.373,-32.111
Nik49919,90.041,-31.777,90.374,-32.110
Nik49920,90.042,-31.776,90.375,-32.109
Nik49921,90.043,-31.775,90.376,-32.108
Nik49922,90.044,-31.774,90.377,-32.107
Nik49923,90.045,-31.773,90.378,-32.106
Nik49924,90.046,-31.772,90.379,-32.105
Nik49925,90.047,-31.771,90.380,-32.104
Nik49926,90.048,-31.770,90.381,-32.103
Nik49927,90.049,-31.769,90.382,-32.102
Nik49928,90.050,-31.768,90.383,-32.101
Nik49929,90.051,-31.767,90.384,-32.100
Nik49930,90.052,-31.766,90.385,-32.099
Nik49931,90.053,-31.765,90.386,-32.098
Nik49932,90.054,-31.764,90.387,-32.097
Nik49933,90.055,-31.763,90.388,-32.096
Nik49934,90.056,-31.762,90.389,-32.095
Nik49935,90.057,-31.761,90.390,-32.094
Nik49936,90.058,-31.760,90.391,-32.093
Nik49937,90.059,-31.759,90.392,-32.092
Nik49938,90.060,-31.758,90.393,-32.091
Nik49939,90.061,-31.757,90.394,-32.090
Nik49940,90.062,-31.756,90.395,-32.089
Nik49941,90.063,-31.755,90.396,-32.088
Nik49942,90.064,-31.754,90.397,-32.087
Nik49943,90.065,-31.753,90.398,-32.086
Nik49944,90.066,-31.752,90.399,-32.085
Nik49945,90.067,-31.751,90.400,-32.084
Nik49946,90.068,-31.750,90.401,-32.083
Nik49947,90.069,-31.749,90.402,-32.082
Nik49948,90.070,-31.748,90.403,-32.081
Nik49949,90.071,-31.747,90.404,-32.080
Nik49950,90.072,-31.746,90.405,-32.079
Nik49951,90.073,-31.745,90.406,-32.078
Nik49952,90.074,-31.744,90.407,-32.077
Nik49953,90.075,-31.743,90.408,-32.076
Nik49954,90.076,-31.742,90.409,-32.075
Nik49955,90.077,-31.741,90.410,-32.074
Nik49956,90.078,-31.740,90.411,-32.073
Nik49957,90.079,-31.739,90.412,-32.072
Nik49958,90.080,-31.738,90.413,-32.071
Nik49959,90.081,-31.737,90.414,-32.070
Nik49960,90.082,-31.736,90.415,-32.069
Nik49961,90.083,-31.735,90.416,-32.068
Nik49962,90.084,-31.734,90.417,-32.067
Nik49963,90.085,-31.733,90.418,-32.066
Nik49964,90.086,-31.732,90.419,-32.065
Nik49965,90.087,-31.731,90.420,-32.064
Nik49966,90.088,-31.730,90.421,-32.063
Nik49967,90.089,-31.729,90.422,-32.062
Nik49968,90.090,-31.728,90.423,-32.061
Nik49969,90.091,-31.727,90.424,-32.060
Nik49970,90.092,-31.726,90.425,-32.059
Nik49971,90.093,-31.725,90.426,-32.058
Nik49972,90.094,-31.724,90.427,-32.057
Nik49973,90.095,-31.723,90.428,-32.056
Nik49974,90.096,-31.722,90.429,-32.055
Nik49975,90.097,-31.721,90.430,-32.054
Nik49976,90.098,-31.720,90.431,-32.053
Nik49977,90.099,-31.719,90.432,-32.052
Nik49978,90.100,-31.718,90.433,-32.051
Nik49979,90.101,-31.717,90.434,-32.050
Nik49980,90.102,-31.716,90.435,-32.049
Nik49981,90.103,-31.715,90.436,-32.048
Nik49982,90.104,-31.714,90.437,-32.047
Nik49983,90.105,-31.713,90.438,-32.046
Nik49984,90.106,-31.712,90.439,-32.045
Nik49985,90.107,-31.711,90.440,-32.044
Nik49986,90.108,-31.710,90.441,-32.043
Nik49987,90.109,-31.709,90.442,-32.042
Nik49988,90.110,-31.708,90.443,-32.041
Nik49989,90.111,-31.707,90.444,-32.040
Nik49990,90.112,-31.706,90.445,-32.039
Nik49991,90.113,-31.705,90.446,-32.038
Nik49992,90.114,-31.704,90.447,-32.037
Nik49993,90.115,-31.703,90.448,-32.036
Nik49994,90.116,-31.702,90.449,-32.035
Nik49995,90.117,-31.701,90.450,-32.034
Nik49996,90.118,-31.700,90.451,-32.033
Nik49997,90.119,-31.699,90.452,-32.032
Nik49998,90.120,-31.698,90.453,-32.031
Nik49999,90.121,-31.697,90.454,-32.030
Nik50000,90.122,-31.696,90.455,-32.029
Nik50001,90.123,-31.695,90.456,-32.028
Nik50002,90.124,-31.694,90.457,-32.027
Nik50003,90.125,-31.693,90.458,-32.026
Nik50004,90.126,-31.692,90.459,-32.025
Nik50005,90.127,-31.691,90.460,-32.024
Nik50006,90.128,-31.690,90.461,-32.023
Nik50007,90.129,-31.689,90.462,-32.022
Nik50008,90.130,-31.688,90.463,-32.021
Nik50009,90.131,-31.687,90.464,-32.020
Nik50010,90.132,-31.686,90.465,-32.019
Nik50011,90.133,-31.685,90.466,-32.018
Nik50012,90.134,-31.684,90.467,-32.017
Nik50013,90.135,-31.683,90.468,-32.016
Nik50014,90.136,-31.682,90.469,-32.015
Nik50015,90.137,-31.681,90.470,-32.014
Nik50016,90.138,-31.680,90.471,-32.013
Nik50017,90.139,-31.679,90.472,-32.012
Nik50018,90.140,-31.678,90.473,-32.011
Nik50019,90.141,-31.677,90.474,-32.010
Nik50020,90.142,-31.676,90.475,-32.009
Nik50021,90.143,-31.675,90.476,-32.008
Nik50022,90.144,-31.674,90.477,-32.007
Nik50023,90.145,-31.673,90.478,-32.006
Nik50024,90.146,-31.672,90.479,-32.005
Nik50025,90.147,-31.671,90.480,-32.004
Nik50026,90.148,-31.670,90.481,-32.003
Nik50027,90.149,-31.669,90.482,-32.002
Nik50028,90.150,-31.668,90.483,-32.001
Nik50029,90.151,-31.667,90.484,-32.000
Nik50030,90.152,-31.666,90.485,-31.999
Nik50031,90.153,-31.665,90.486,-31.998
Nik50032,90.154,-31.664,90.487,-31.997
Nik50033,90.155,-31.663,90.488,-31.996
Nik50034,90.156,-31.662,90.489,-31.995
Nik50035,90.157,-31.661,90.490,-31.994
Nik50036,90.158,-31.660,90.491,-31.993
Nik50037,90.159,-31.659,90.492,-31.992
Nik50038,90.160,-31.658,90.493,-31.991
Nik50039,90.161,-31.657,90.494,-31.990
Nik50040,90.162,-31.656,90.495,-31.989
Nik50041,90.163,-31.655,90.496,-31.988
Nik50042,90.164,-31.654,90.497,-31.987
Nik50043,90.165,-31.653,90.498,-31.986
Nik50044,90.166,-31.652,90.499,-31.985
Nik50045,90.167,-31.651,90.500,-31.984
Nik50046,90.168,-31.650,90.501,-31.983
Nik50047,90.169,-31.649,90.502,-31.982
Nik50048,90.170,-31.648,90.503,-31.981
Nik50049,90.171,-31.647,90.504,-31.980
Nik50050,90.172,-31.646,90.505,-31.979
Nik50051,90.173,-31.645,90.506,-31.978
Nik50052,90.174,-31.644,90.507,-31.977
Nik50053,90.175,-31.643,90.508,-31.976
Nik50054,90.176,-31.642,90.509,-31.975
Nik50055,90.177,-31.641,90.510,-31.974
Nik50056,90.178,-31.640,90.511,-31.973
Nik50057,90.179,-31.639,90.512,-31.972
Nik50058,90.180,-31.638,90.513,-31.971
Nik50059,90.181,-31.637,90.514,-31.970
Nik50060,90.182,-31.636,90.515,-31.969
Nik50061,90.183,-31.635,90.516,-31.968
Nik50062,90.184,-31.634,90.517,-31.967
Nik50063,90.185,-31.633,90.518,-31.966
Nik50064,90.186,-31.632,90.519,-31.965
Nik50065,90.187,-31.631,90.520,-31.964
Nik50066,90.188,-31.630,90.521,-31.963
Nik50067,90.189,-31.629,90.522,-31.962
Nik50068,90.190,-31.628,90.523,-31.961
Nik50069,90.191,-31.627,90.524,-31.960
Nik50070,90.192,-31.626,90.525,-31.959
Nik50071,90.193,-31.625,90.526,-31.958
Nik50072,90.194,-31.624,90.527,-31.957
Nik50073,90.195,-31.623,90.528,-31.956
Nik50074,90.196,-31.622,90.529,-31.955
Nik50075,90.197,-31.621,90.530,-31.954
Nik50076,90.198,-31.620,90.531,-31.953
Nik50077,90.199,-31.619,90.532,-31.952
Nik50078,90.200,-31.618,90.533,-31.951
Nik50079,90.201,-31.617,90.534,-31.950
Nik50080,90.202,-31.616,90.535,-31.949
Nik50081,90.203,-31.615,90.536,-31.948
Nik50082,90.204,-31.614,90.537,-31.947
Nik50083,90.205,-31.613,90.538,-31.946
Nik50084,90.206,-31.612,90.539,-31.945
Nik50085,90.207,-31.611,90.540,-31.944
Nik50086,90.208,-31.610,90.541,-31.943
Nik50087,90.209,-31.609,90.542,-31.942
Nik50088,90.210,-31.608,90.543,-31.941
Nik50089,90.211,-31.607,90.544,-31.940
Nik50090,90.212,-31.606,90.545,-31.939
Nik50091,90.213,-31.605,90.546,-31.938
Nik50092,90.214,-31.604,90.547,-31.937
Nik50093,90.215,-31.603,90.548,-31.936
Nik50094,90.216,-31.602,90.549,-31.935
Nik50095,90.217,-31.601,90.550,-31.934
Nik50096,90.218,-31.600,90.551,-31.933
Nik50097,90.219,-31.599,90.552,-31.932
